utterance,category,intent
i want to contact someone,CONTACT,contact_human_agent
you're not helping and I want to speak with a human,CONTACT,contact_human_agent
"i cant understand you, what should i do to contact a human?",CONTACT,contact_human_agent
how can I inform of a problem making a payment?,PAYMENT,payment_issue
I want to see your payment options,PAYMENT,check_payment_methods
"I have an issue making a payment with card, can you inform of it?",PAYMENT,payment_issue
where can I inform of an issue making a payment?,PAYMENT,payment_issue
i wanna check my invoice,INVOICES,check_invoices
i ordered a product and i would like to modify my order,ORDER,change_order
I have an issue paying with card and I'd like to report it,PAYMENT,payment_issue
"youre not helping, can i speak with a human?",CONTACT,contact_human_agent
how to remove my online account,ACCOUNT,delete_account
"my online account was hacked, get it back",ACCOUNT,recover_password
"please, could you ask Alexa how to speak with a person?",CONTACT,contact_human_agent
"please, can you ask Alexa where I could check my invoices?",INVOICES,check_invoices
I need information about the ticket delivery options,DELIVERY,delivery_options
"could u give me information about the email of the Customer Service, please?",CONTACT,contact_customer_service
can u ask alexa about the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
im not happy with the service and i wanna file a consumer complaint,FEEDBACK,complaint
I have an issue making a payment with card and I would like to report it,PAYMENT,payment_issue
tell me if my package is out for delivery,ORDER,track_order
"I have an question, what can I do to speak with Customer Support?",CONTACT,contact_customer_service
"I got an error message when I attempted to pay, but I was charged anyway, what can I do to notify it?",PAYMENT,payment_issue
"I'd like to receive the newsletter, could you tell me how to do it?",NEWSLETTER,newsletter_subscription
"the game was postponed, request a refund",REFUNDS,get_refund
"I want to see your reimbursement policy, what dl I have to do?",REFUNDS,check_refund_policy
"I've got no profile, can I create one?",ACCOUNT,create_account
how to check my packages,ORDER,track_order
"I bought an item, how may I modify my purchase?",ORDER,change_order
"please, could you tell me if I can create several user accounts with a single email?",ACCOUNT,create_account
"I get an error message qhen I try to pay with card, what can I do?",PAYMENT,payment_issue
I have a problem when trying to pay and I want to report it,PAYMENT,payment_issue
"I want to see your reimbursement policy, what should I do?",REFUNDS,check_refund_policy
can I notify an issue with my payment?,PAYMENT,payment_issue
I want to know if my order is out for delivery,ORDER,track_order
how do I notify a problem paying?,PAYMENT,payment_issue
tell me how I can request some bills,INVOICES,get_invoice
"I've got no user account, can you open one?",ACCOUNT,create_account
how do I inform of problems making a payment?,PAYMENT,payment_issue
can you find information about the mail address of the Client Service?,CONTACT,contact_customer_service
where to make a consumer complaint,FEEDBACK,complaint
can I innform of a problem paying?,PAYMENT,payment_issue
"I can't remember my account password, what do I have to do to retrieve it?",ACCOUNT,recover_password
tell me if  can register several accounts with the same email address,ACCOUNT,create_account
I want to know how I can check my orders,ORDER,track_order
"im not happy with the service, lodge a complaint",FEEDBACK,complaint
"I want to se my invoice, what do I have to do?",INVOICES,check_invoices
ask alexa if i can close my account,ACCOUNT,delete_account
where do i file a consumer complaint for a service?,FEEDBACK,complaint
"i want to notify an issue making a payment, can u help me?",PAYMENT,payment_issue
"id like to check your money back pooicy, can u help me?",REFUNDS,check_refund_policy
how can I see some invoices ?,INVOICES,get_invoice
"i want to inform of an issue with my payment, what can i do ?",PAYMENT,payment_issue
"I have no online account, what do I have to do to create one?",ACCOUNT,create_account
"can u ask alexa if i could check ym inovices, please?",INVOICES,check_invoices
"I have an issue when trying to pay with card, how do I notify it?",PAYMENT,payment_issue
"i dont understand you, what should i doto speak with a person?",CONTACT,contact_human_agent
"I purchased an product, how can I change my order?",ORDER,change_order
ask alexa how to obtain some bills,INVOICES,get_invoice
"my profile has been hacked, how can i recover it?",ACCOUNT,recover_password
"the fucking  show was postponed, can I obtain a refund?",REFUNDS,get_refund
"I want to check your payment methods, what should I do?",PAYMENT,check_payment_methods
"I didn't receive my invoice, what do I have to do to view it?",INVOICES,check_invoices
"please, could you ask Alexa where I can report a fucking issue paying?",PAYMENT,payment_issue
can I see the options for ticket delivery?,DELIVERY,delivery_options
"I forgot my password, I need help recovering it",ACCOUNT,recover_password
"I lost my invoice, what should I do to see it?",INVOICES,check_invoices
"the concert was postponed, what should I do to obtain a refund?",REFUNDS,get_refund
tell me if  I can ppay with Amex,PAYMENT,check_payment_methods
how can i remove my fucking online account?,ACCOUNT,delete_account
"I need information, I need help calling Customer Support",CONTACT,contact_customer_service
I'm discontent with the service and I want to lodge a complaint,FEEDBACK,complaint
"an error message pops when I try to makw a payment for my order, what do I have to do?",PAYMENT,payment_issue
"you're not helping, what should I do to speak with a human?",CONTACT,contact_human_agent
can i register two online accounts with the same email?,ACCOUNT,create_account
"I have an issue when trying to make a payment with card, I need help informing of it",PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway, how can I notify it?",PAYMENT,payment_issue
"my online account was hacked, what should I do to recover it?",ACCOUNT,recover_password
"please, can u ask alexa how i could close my account?",ACCOUNT,delete_account
I bought a product and I wanna modify my order,ORDER,change_order
I want to speak with someone,CONTACT,contact_human_agent
"i dont have a profile, can u help me?",ACCOUNT,create_account
"I'm not happy with the service, can you submit a complaint?",FEEDBACK,complaint
"I don't want my profile, what can I do to delete it?",ACCOUNT,delete_account
I want information about seeing a bill,INVOICES,get_invoice
can you tell me if my orders are out for delivery?,ORDER,track_order
"I lost my password, I need helpresetting it",ACCOUNT,recover_password
help me change to another account,ACCOUNT,switch_account
help me file a consumer complaint for a service,FEEDBACK,complaint
tell me if I can create more than one profile with the same email address,ACCOUNT,create_account
I want to know if I can register more  than one profile with the same email,ACCOUNT,create_account
ask alexa about their money back guarantee,REFUNDS,check_refund_policy
"I have a problem when trying to pay, help me inform of it",PAYMENT,payment_issue
help me report a problem paying,PAYMENT,payment_issue
"I want to track my package, can you tell me where I can do it?",ORDER,track_order
"I got an error when I tried to make a payment, but I was charged anyway, what do I have to do to report it?",PAYMENT,payment_issue
"the event was postponed, help me obtain a reimbursement",REFUNDS,get_refund
I need help switching to another user account,ACCOUNT,switch_account
i wanna inform of issues with my payment,PAYMENT,payment_issue
i need help seeing the delivery options,DELIVERY,delivery_options
"i cant remember my password, recover it",ACCOUNT,recover_password
